""ID"",""DepartmentID"",""Department"",""ZipCode"",""EmployeeCount""
""938"",""950"",""Waterfront Development Corp"",""40206       "",""2""
""939"",""950"",""Waterfront Development Corp"",""40207"",""2""
""940"",""950"",""Waterfront Development Corp"",""40223"",""1""
""941"",""950"",""Waterfront Development Corp"",""40291"",""2""
""942"",""950"",""Waterfront Development Corp"",""40299"",""1""
""943"",""950"",""Waterfront Development Corp"",""47130"",""1""
""944"",""951"",""Belle of Louisville           "",""40023       "",""1""
""945"",""951"",""Belle of Louisville           "",""40071       "",""1""
""946"",""951"",""Belle of Louisville           "",""40204"",""1""
""947"",""951"",""Belle of Louisville           "",""40206"",""1""
""948"",""951"",""Belle of Louisville           "",""40207       "",""1""
""949"",""951"",""Belle of Louisville           "",""40212       "",""4""
""950"",""951"",""Belle of Louisville           "",""40217       "",""1""
""951"",""951"",""Belle of Louisville           "",""40218       "",""1""
""952"",""951"",""Belle of Louisville           "",""40223"",""1""
""953"",""951"",""Belle of Louisville           "",""40241       "",""1""
""954"",""951"",""Belle of Louisville           "",""40258"",""2""
""955"",""951"",""Belle of Louisville           "",""47130"",""2""
""956"",""951"",""Belle of Louisville           "",""47150       "",""1""
""957"",""951"",""Belle of Louisville           "",""47165       "",""1""
""958"",""953"",""Kentuckiana Works Foundation"",""40014"",""1""
""959"",""953"",""Kentuckiana Works Foundation"",""40204"",""2""
""960"",""953"",""Kentuckiana Works Foundation"",""40205"",""1""
""961"",""953"",""Kentuckiana Works Foundation"",""40207"",""2""
""962"",""953"",""Kentuckiana Works Foundation"",""40212       "",""1""
""963"",""953"",""Kentuckiana Works Foundation"",""40214"",""1""
""964"",""953"",""Kentuckiana Works Foundation"",""40215       "",""1""
""965"",""953"",""Kentuckiana Works Foundation"",""40216"",""2""
""966"",""953"",""Kentuckiana Works Foundation"",""40222"",""1""
""967"",""954"",""Parking Authority of River Cty"",""40023"",""1""
""968"",""954"",""Parking Authority of River Cty"",""40205"",""2""
""969"",""954"",""Parking Authority of River Cty"",""40207"",""1""
""970"",""954"",""Parking Authority of River Cty"",""40211"",""1""
""971"",""954"",""Parking Authority of River Cty"",""40212"",""1""
""972"",""954"",""Parking Authority of River Cty"",""40214"",""2""
""973"",""954"",""Parking Authority of River Cty"",""40216       "",""3""
""974"",""954"",""Parking Authority of River Cty"",""40218"",""1""
""975"",""954"",""Parking Authority of River Cty"",""40220"",""2""
""976"",""954"",""Parking Authority of River Cty"",""40258       "",""1""
""977"",""954"",""Parking Authority of River Cty"",""40272       "",""1""
""978"",""954"",""Parking Authority of River Cty"",""47111"",""1""
