% This text file includes data for each subsurface RAFOS
% float used in Collins et al., 2017.  The file contains six
% columns of ascii data at a temporal resolution of 12
% hours.  The first column is float number, the second is
% time, the third is longitude (degrees), the fourth is
% latitude (degrees), the fifth is pressure (decibars)
% and the sixth is temperature (T90).  Time is serial
% date number where a serial date number of 1 corresponds
% to Jan-1-0000.  Time is referenced to coordinated universal
% time (UTC).NaN is used when data is not available.  For
% some floats, the pressure and temperature data are erratic
% (a discussion of this issue can be found in Bower, 1994). 
% Data are smoothed as described in the Methods section
% of Collins et al., 2018.
%
% References: 
%
% Bower, A.S., 1994.  Pressure transducer tests-1986.  
% RAFOS Float Technology Workshop Proc., Woods Hole,
% MA, Woods Hole Oceanogr. Inst., 98-107.
%
% Collins, C.A., et al., 2018.  Lagrangian Observations of 
% the Along-slope Path of the California Undercurrent,
% Deep-Sea Res. II, submitted.
%
% C. A. Collins, 15 January, 2018 Email: collins@nps.edu
%
%fltno  time    lon       lat   pressure temperature
  19 728549.0  -126.444   40.903  484.1   5.36
  19 728549.5  -126.423   40.908  483.4   5.36
  19 728550.0  -126.400   40.914  481.3   5.36
  19 728550.5  -126.373   40.922  479.9   5.36
  19 728551.0  -126.340   40.934  479.2   5.36
  19 728551.5  -126.301   40.945  481.4   5.35
  19 728552.0  -126.259   40.954  486.9   5.35
  19 728552.5  -126.218   40.959  491.6   5.34
  19 728553.0  -126.176   40.963  495.6   5.34
  19 728553.5  -126.132   40.965  495.0   5.31
  19 728554.0  -126.088   40.968  489.3   5.27
  19 728554.5  -126.045   40.969  487.3   5.25
  19 728555.0  -126.003   40.969  489.4   5.26
  19 728555.5  -125.960   40.966  490.1   5.30
  19 728556.0  -125.918   40.961  489.2   5.35
  19 728556.5  -125.880   40.954  486.9   5.36
  19 728557.0  -125.846   40.946  482.9   5.32
  19 728557.5  -125.811   40.941  482.9   5.31
  19 728558.0  -125.771   40.940  487.4   5.33
  19 728558.5  -125.728   40.941  490.0   5.34
  19 728559.0  -125.688   40.942  490.5   5.34
  19 728559.5  -125.657   40.943  490.6   5.34
  19 728560.0  -125.634   40.945  490.1   5.33
  19 728560.5  -125.615   40.948  489.4   5.30
  19 728561.0  -125.595   40.952  488.3   5.26
  19 728561.5  -125.573   40.956  488.0   5.23
  19 728562.0  -125.549   40.959  488.5   5.21
  19 728562.5  -125.525   40.964  490.3   5.20
  19 728563.0  -125.504   40.975  493.5   5.23
  19 728563.5  -125.487   40.989  494.9   5.23
  19 728564.0  -125.475   41.006  494.2   5.22
  19 728564.5  -125.464   41.023  495.1   5.17
  19 728565.0  -125.452   41.042  497.7   5.09
  19 728565.5  -125.437   41.060  498.2   5.08
  19 728566.0  -125.417   41.080  496.4   5.14
  19 728566.5  -125.395   41.100  496.8   5.16
  19 728567.0  -125.372   41.119  499.6   5.13
  19 728567.5  -125.351   41.137  501.0   5.07
  19 728568.0  -125.335   41.154  501.0   4.98
  19 728568.5  -125.327   41.171  500.5   4.92
  19 728569.0  -125.325   41.189  499.6   4.89
  19 728569.5  -125.323   41.210  500.1   4.87
  19 728570.0  -125.318   41.234  502.2   4.87
  19 728570.5  -125.309   41.258  503.9   4.88
  19 728571.0  -125.297   41.284  505.1   4.89
  19 728571.5  -125.286   41.310  506.7   4.89
  19 728572.0  -125.279   41.337  508.5   4.88
  19 728572.5  -125.277   41.364  509.3   4.86
  19 728573.0  -125.279   41.390  509.2   4.83
  19 728573.5  -125.279   41.415  509.0   4.83
  19 728574.0  -125.278   41.440  508.9   4.85
  19 728574.5  -125.278   41.468  508.1   4.87
  19 728575.0  -125.280   41.498  506.6   4.86
  19 728575.5  -125.282   41.527  507.6   4.86
  19 728576.0  -125.285   41.554  511.3   4.85
  19 728576.5  -125.291   41.579  515.4   4.85
  19 728577.0  -125.300   41.603  520.0   4.87
  19 728577.5  -125.312   41.626  522.6   4.87
  19 728578.0  -125.326   41.650  523.0   4.86
  19 728578.5  -125.344   41.675  522.7   4.87
  19 728579.0  -125.363   41.699  521.8   4.88
  19 728579.5  -125.379   41.724  522.2   4.88
  19 728580.0  -125.393   41.747  524.2   4.87
  19 728580.5  -125.406   41.768  526.8   4.87
  19 728581.0  -125.420   41.785  530.1   4.89
  19 728581.5  -125.434   41.798  532.4   4.89
  19 728582.0  -125.446   41.811  533.5   4.88
  19 728582.5  -125.458   41.826  535.2   4.90
  19 728583.0  -125.473   41.842  537.4   4.93
  19 728583.5  -125.493   41.855  540.7   4.94
  19 728584.0  -125.517   41.865  545.3   4.92
  19 728584.5  -125.539   41.874  549.1   4.90
  19 728585.0  -125.558   41.885  552.0   4.90
  19 728585.5  -125.577   41.897  552.8   4.90
  19 728586.0  -125.595   41.908  551.2   4.90
  19 728586.5  -125.613   41.915  551.1   4.91
  19 728587.0  -125.632   41.923  552.7   4.92
  19 728587.5  -125.652   41.933  554.4   4.90
  19 728588.0  -125.677   41.945  556.4   4.85
  19 728588.5  -125.705   41.955  558.1   4.84
  19 728589.0  -125.737   41.963  559.6   4.87
  19 728589.5  -125.770   41.968  560.9   4.88
  19 728590.0  -125.806   41.975  562.0   4.90
  19 728590.5  -125.842   41.984  563.9   4.91
  19 728591.0  -125.879   41.993  566.7   4.94
  19 728591.5  -125.917   42.000  569.2   4.94
  19 728592.0  -125.952   42.006  571.2   4.92
  19 728592.5  -125.985   42.012  573.6   4.90
  19 728593.0  -126.018   42.023  576.2   4.87
  19 728593.5  -126.053   42.037  575.8   4.87
  19 728594.0  -126.092   42.051  571.9   4.89
  19 728594.5  -126.135   42.062  573.7   4.89
  19 728595.0  -126.180   42.069  581.6   4.87
  19 728595.5  -126.226   42.077  584.8   4.88
  19 728596.0  -126.268   42.090  582.8   4.92
  19 728596.5  -126.304   42.107  583.6   4.94
  19 728597.0  -126.338   42.123  587.4   4.91
  19 728597.5  -126.380   42.138  589.4   4.90
  19 728598.0  -126.434   42.151  589.7   4.90
  19 728598.5  -126.488   42.164  587.5   4.91
  19 728599.0  -126.531   42.176  582.8   4.92
  19 728599.5  -126.559   42.185  580.8   4.93
  19 728600.0  -126.578   42.190  581.7   4.93
  19 728600.5  -126.601   42.193  583.3   4.93
  19 728601.0  -126.630   42.198  585.9   4.94
  19 728601.5  -126.664   42.206  586.6   4.93
  19 728602.0  -126.695   42.217  585.1   4.92
  19 728602.5  -126.723   42.226  585.5   4.89
  19 728603.0  -126.747   42.232  588.0   4.85
  19 728603.5  -126.770   42.236  592.5   4.82
  19 728604.0  -126.793   42.240  599.1   4.81
  19 728604.5  -126.818   42.245  607.1   4.74
  19 728605.0  -126.844   42.250  616.4   4.61
  19 728605.5  -126.868   42.254  631.9   4.55
  19 728606.0  -126.888   42.259  654.3   4.56
  19 728606.5  -126.905   42.270  693.5   4.47
  19 728607.0  -126.920   42.284  751.1   4.28
  19 728607.5  -126.931   42.296  838.1   4.02
  19 728608.0  -126.941   42.304  957.1   3.69
  21 728433.5  -122.563   36.637  356.0   6.61
  21 728434.0  -122.592   36.666  358.1   6.61
  21 728434.5  -122.621   36.698  358.6   6.59
  21 728435.0  -122.649   36.733  357.7   6.60
  21 728435.5  -122.672   36.773  355.9   6.46
  21 728436.0  -122.691   36.819  353.1   6.58
  21 728436.5  -122.709   36.871  360.3   6.60
  21 728437.0  -122.728   36.927  368.8   6.63
  21 728437.5  -122.749   36.985    0.0    NaN
  21 728438.0  -122.775   37.043    0.0    NaN
  21 728438.5  -122.812   37.100  364.0   6.61
  21 728439.0  -122.860   37.157  351.0   6.52
  21 728439.5  -122.910   37.218  347.7   6.50
  21 728440.0  -122.956   37.284    0.0    NaN
  21 728440.5  -122.994   37.357  345.3   6.53
  21 728441.0  -123.030   37.431  360.6    NaN
  21 728441.5  -123.070   37.505  360.2   6.63
  21 728442.0  -123.122   37.573  354.5   6.64
  21 728442.5  -123.190   37.634  357.9   6.56
  21 728443.0  -123.280   37.687  364.6   6.64
  21 728443.5  -123.385   37.734    0.0   6.62
  22 728433.5  -122.801   36.521  574.8   5.60
  22 728434.0  -122.825   36.544  580.7   5.64
  22 728434.5  -122.847   36.566  577.4   5.61
  22 728435.0  -122.867   36.585  577.8   5.60
  22 728435.5  -122.887   36.603  575.4   5.59
  22 728436.0  -122.908   36.621  582.1   5.62
  22 728436.5  -122.931   36.638  582.1   5.63
  22 728437.0  -122.956   36.655  582.9   5.64
  22 728437.5  -122.985   36.671  579.9   5.66
  22 728438.0  -123.016   36.687  585.5   5.68
  22 728438.5  -123.047   36.703  576.0   5.65
  22 728439.0  -123.079   36.719  575.1   5.57
  22 728439.5  -123.110   36.734  579.6   5.59
  22 728440.0  -123.139   36.752  577.6   5.62
  22 728440.5  -123.168   36.773  583.5   5.66
  22 728441.0  -123.199   36.796  592.5   5.85
  22 728441.5  -123.231   36.821  591.4   5.82
  22 728442.0  -123.262   36.851  588.6   5.76
  22 728442.5  -123.295   36.883  575.7   5.58
  22 728443.0  -123.333   36.913  578.5   5.60
  22 728443.5  -123.375   36.943  578.5   5.65
  22 728444.0  -123.418   36.976  581.3   5.57
  22 728444.5  -123.461   37.014  577.1   5.60
  22 728445.0  -123.507   37.055  576.8   5.60
  22 728445.5  -123.557   37.098  576.1   5.57
  22 728446.0  -123.607   37.145  577.7   5.61
  22 728446.5  -123.656   37.196  578.5   5.58
  22 728447.0  -123.705   37.246  578.2   5.62
  22 728447.5  -123.760   37.291  576.0   5.55
  22 728448.0  -123.819   37.330  574.4    NaN
  24 728431.5  -123.003   36.350    0.0    NaN
  24 728432.0  -123.015   36.363    0.0    NaN
  24 728432.5  -123.020   36.378  543.5   5.62
  24 728433.0  -123.019   36.396  552.2   5.64
  24 728433.5  -123.016   36.415  553.2   5.70
  24 728434.0  -123.015   36.433    0.0    NaN
  24 728434.5  -123.015   36.449  547.3   5.65
  24 728435.0  -123.015   36.465    0.0    NaN
  24 728435.5  -123.015   36.480  551.8   5.65
  24 728436.0  -123.014   36.493  551.9   5.66
  24 728436.5  -123.017   36.502  550.5   5.66
  24 728437.0  -123.023   36.511  548.9   5.62
  24 728437.5  -123.028   36.523  549.0   5.62
  24 728438.0  -123.031   36.536  550.7   5.62
  24 728438.5  -123.033   36.550  554.8   5.67
  24 728439.0  -123.038   36.565  546.3   5.62
  24 728439.5  -123.044   36.580  552.4   5.63
  24 728440.0  -123.053   36.596  551.0   5.66
  24 728440.5  -123.062   36.614  553.2   5.68
  24 728441.0  -123.071   36.634    0.0   5.64
  24 728441.5  -123.080   36.657    0.0    NaN
  24 728442.0  -123.091   36.682  548.1   5.61
  24 728442.5  -123.106   36.709  546.4   5.60
  24 728443.0  -123.125   36.736  543.4   5.55
  24 728443.5  -123.148   36.764  543.7   5.58
  24 728444.0  -123.174   36.796  545.8   5.62
  24 728444.5  -123.200   36.830  548.6   5.63
  24 728445.0  -123.227   36.865  549.6   5.61
  24 728445.5  -123.254   36.899  544.7   5.59
  24 728446.0  -123.283   36.931    0.0    NaN
  24 728446.5  -123.311   36.964  552.7   5.62
  24 728447.0  -123.338   36.999  548.1   5.62
  24 728447.5  -123.366   37.035  546.7   5.62
  24 728448.0  -123.400   37.071    0.0    NaN
  24 728448.5  -123.438   37.107  552.9    NaN
  24 728449.0  -123.476   37.143  543.9   5.62
  24 728449.5  -123.517   37.180  541.0   5.58
  24 728450.0  -123.558   37.218    0.0    NaN
  24 728450.5  -123.598   37.258    0.0    NaN
  24 728451.0  -123.635   37.301    0.0    NaN
  24 728451.5  -123.670   37.344  547.2   5.64
  24 728452.0  -123.709   37.383    0.0    NaN
  24 728452.5  -123.748   37.418  543.0   5.59
  24 728453.0  -123.778   37.453    0.0    NaN
  24 728453.5  -123.801   37.490  547.8   5.60
  26 728527.0  -123.038   37.110  316.1   7.90
  26 728527.5  -123.120   37.118  313.0   7.84
  26 728528.0  -123.193   37.131  320.0   7.81
  26 728528.5  -123.258   37.148  316.1   7.74
  26 728529.0  -123.318   37.162  312.3   7.73
  26 728529.5  -123.373   37.168  312.1   7.70
  26 728530.0  -123.422   37.161  305.7   7.48
  26 728530.5  -123.469   37.144  304.6   7.47
  26 728531.0  -123.516   37.121  312.6   7.57
  26 728531.5  -123.563   37.094  315.6   7.56
  26 728532.0  -123.608   37.062  306.7   7.52
  26 728532.5  -123.649   37.025  308.1   7.54
  26 728533.0  -123.683   36.987  310.6   7.49
  26 728533.5  -123.709   36.950  308.3   7.47
  26 728534.0  -123.728   36.912  305.0   7.57
  26 728534.5  -123.740   36.876  303.6   7.39
  26 728535.0  -123.744   36.842  300.8   7.45
  26 728535.5  -123.741   36.811  294.1   7.17
  26 728536.0  -123.732   36.783  305.5   7.24
  26 728536.5  -123.716   36.759  302.3   7.33
  26 728537.0  -123.696   36.742  301.0   7.38
  26 728537.5  -123.670   36.730  301.0   7.25
  26 728538.0  -123.641   36.720  299.5   7.43
  26 728538.5  -123.607   36.712  304.4   7.52
  26 728539.0  -123.572   36.705  304.6   7.61
  26 728539.5  -123.536   36.699  303.5   7.47
  26 728540.0  -123.500   36.694  302.4   7.52
  26 728540.5  -123.463   36.690  296.8   7.35
  26 728541.0  -123.423   36.686  302.7   7.30
  26 728541.5  -123.380   36.679  305.1   7.39
  26 728542.0  -123.332   36.669  307.5   7.45
  26 728542.5  -123.281   36.658  312.7   7.34
  26 728543.0  -123.223   36.646  305.5   7.43
  26 728543.5  -123.159   36.634  300.9   7.31
  26 728544.0  -123.091   36.620  298.6   7.35
  26 728544.5  -123.024   36.603  306.8   7.50
  26 728545.0  -122.959   36.583  307.6   7.54
  26 728545.5  -122.894   36.559  299.4   7.50
  26 728546.0  -122.830   36.529  298.0   7.39
  26 728546.5  -122.770   36.494  307.5   7.47
  26 728547.0  -122.714   36.455  305.8   7.41
  26 728547.5  -122.663   36.415  308.1   7.51
  26 728548.0  -122.616   36.376  304.5   7.56
  26 728548.5  -122.572   36.336  310.2   7.49
  26 728549.0  -122.530   36.294  303.0   7.45
  26 728549.5  -122.492   36.249  306.2   7.55
  26 728550.0  -122.457   36.200  308.7   7.58
  26 728550.5  -122.424   36.147  311.1   7.60
  26 728551.0  -122.393   36.090  298.0   7.61
  26 728551.5  -122.367   36.031  307.0   7.57
  26 728552.0  -122.345   35.969  310.0   7.58
  26 728552.5  -122.328   35.905  316.0   7.60
  26 728553.0  -122.314   35.840  308.8   7.59
  26 728553.5  -122.302   35.773  304.5   7.61
  26 728554.0  -122.293   35.705  311.2   7.61
  26 728554.5  -122.287   35.635  307.6   7.61
  26 728555.0  -122.284   35.564  313.2   7.54
  26 728555.5  -122.279   35.494  314.5   7.61
  26 728556.0  -122.271   35.430  322.0   7.61
  26 728556.5  -122.258   35.373  311.5   7.61
  26 728557.0  -122.238   35.320  316.8   7.60
  26 728557.5  -122.213   35.275  325.5   7.66
  26 728558.0  -122.181   35.242  325.9   7.48
  26 728558.5  -122.144   35.222  324.3   7.58
  26 728559.0  -122.099   35.212  327.4   7.53
  26 728559.5  -122.047   35.210  328.8   7.48
  26 728560.0  -121.990   35.218  326.8   7.60
  26 728560.5  -121.930   35.233  320.6   7.61
  26 728561.0  -121.868   35.254  313.2   7.61
  26 728561.5  -121.805   35.283  323.0   7.61
  26 728562.0  -121.745   35.317  318.3   7.58
  26 728562.5  -121.691   35.356  314.6   7.57
  26 728563.0  -121.645   35.395  315.1   7.57
  26 728563.5  -121.607   35.431  319.0   7.53
  26 728564.0  -121.576   35.464  324.8   7.60
  26 728564.5  -121.553   35.499  325.3   7.60
  26 728565.0  -121.539   35.537  326.6   7.57
  26 728565.5  -121.531   35.582  317.7   7.53
  26 728566.0  -121.530   35.632  318.6   7.52
  26 728566.5  -121.538   35.684  320.0   7.51
  26 728567.0  -121.555   35.736  320.9   7.51
  26 728567.5  -121.580   35.790  320.3   7.51
  26 728568.0  -121.611   35.844  314.5   7.51
  26 728568.5  -121.648   35.898  319.9   7.51
  26 728569.0  -121.692   35.950  320.3   7.51
  26 728569.5  -121.740   36.000  323.0   7.48
  26 728570.0  -121.788   36.047  323.7   7.50
  26 728570.5  -121.838   36.089  326.9   7.34
  26 728571.0  -121.890   36.124  318.5   7.39
  26 728571.5  -121.945   36.152  324.2   7.39
  26 728572.0  -122.000   36.177  315.5   7.30
  26 728572.5  -122.056   36.199  319.8   7.35
  26 728573.0  -122.113   36.222  324.6   7.40
  26 728573.5  -122.173   36.243  329.5   7.45
  26 728574.0  -122.236   36.262  326.1   7.45
  26 728574.5  -122.303   36.279  317.2   7.44
  26 728575.0  -122.373   36.294  325.0   7.49
  26 728575.5  -122.442   36.311  314.9   7.40
  26 728576.0  -122.507   36.329  316.1   7.35
  26 728576.5  -122.564   36.350  319.4   7.31
  26 728577.0  -122.612   36.373  317.1   7.34
  26 728577.5  -122.649   36.397  310.2   7.38
  26 728578.0  -122.677   36.423  306.2   7.37
  26 728578.5  -122.699   36.452  306.8   7.37
  26 728579.0  -122.714   36.484  304.7   7.34
  26 728579.5  -122.724   36.518  307.0   7.36
  26 728580.0  -122.728   36.553  309.5   7.39
  26 728580.5  -122.723   36.588  305.4   7.38
  26 728581.0  -122.713   36.622  301.9   7.38
  26 728581.5  -122.700   36.655  304.5   7.43
  26 728582.0  -122.690   36.689  305.4   7.45
  26 728582.5  -122.682   36.724  311.3   7.52
  26 728583.0  -122.678   36.762  309.4   7.54
  26 728583.5  -122.680   36.803  306.1   7.47
  26 728584.0  -122.690   36.844  304.7   7.47
  26 728584.5  -122.710   36.885  309.4   7.56
  26 728585.0  -122.736   36.928  316.2   7.57
  26 728585.5  -122.765   36.975  315.5    NaN
  26 728586.0  -122.795   37.022  314.5    NaN
  26 728586.5  -122.826   37.067  317.8    NaN
  26 728587.0  -122.858   37.111  311.5   7.21
  26 728587.5  -122.893   37.154  309.4   7.30
  26 728588.0  -122.926   37.199  315.4   7.30
  26 728588.5  -122.960   37.247  317.8   7.44
  26 728589.0  -122.997   37.301  318.7   7.16
  26 728589.5  -123.038   37.360  319.8   7.15
  26 728590.0  -123.078   37.421  309.4   7.08
  26 728590.5  -123.114   37.483  318.0   7.28
  26 728591.0  -123.147   37.540  323.7   7.36
  26 728591.5  -123.178   37.593  323.7   7.32
  26 728592.0  -123.212   37.639  316.8   7.38
  26 728592.5  -123.247   37.680  316.8   7.40
  26 728593.0  -123.286   37.716  313.5   7.45
  26 728593.5  -123.328   37.748  312.9   7.38
  26 728594.0  -123.372   37.780  317.1   7.38
  26 728594.5  -123.417   37.814  309.1   7.38
  26 728595.0  -123.461   37.849  307.5   7.33
  26 728595.5  -123.500   37.887  313.0    NaN
  26 728596.0  -123.531   37.931  317.1    NaN
  26 728596.5  -123.549   37.983  325.6   7.43
  26 728597.0  -123.546   38.036  317.9   7.43
  26 728597.5  -123.521   38.085  323.9   7.47
  26 728598.0  -123.482   38.126  322.9   7.45
  26 728598.5  -123.447   38.162  314.6   7.40
  26 728599.0  -123.428   38.192  322.7   7.60
  26 728599.5  -123.426   38.207  304.0   7.47
  26 728600.0  -123.430   38.201    0.0   7.42
  26 728600.5  -123.432   38.177    0.0   7.78
  26 728601.0  -123.437   38.150  317.2   7.62
  26 728601.5  -123.449   38.136  307.2   7.61
  26 728602.0  -123.468   38.142  312.7   7.63
  26 728602.5  -123.483   38.169  318.8   7.65
  26 728603.0  -123.494   38.212  304.4   7.54
  26 728603.5  -123.509   38.263  310.7   7.61
  26 728604.0  -123.532   38.314  306.2   7.51
  26 728604.5  -123.566   38.358  307.1   7.61
  26 728605.0  -123.611   38.392  298.4   7.56
  26 728605.5  -123.663   38.417  313.8   7.57
  26 728606.0  -123.718   38.434  310.1   7.58
  26 728606.5  -123.775   38.445  304.8   7.57
  26 728607.0  -123.839   38.453  305.7   7.53
  26 728607.5  -123.910   38.459  300.7   7.46
  26 728608.0  -123.985   38.464  293.6   7.38
  26 728608.5  -124.057   38.472  303.9   7.46
  26 728609.0  -124.124   38.484  290.6   7.34
  26 728609.5  -124.185   38.506  305.1   7.39
  26 728610.0  -124.242   38.541  295.9   7.31
  26 728610.5  -124.295   38.591  296.6   7.35
  26 728611.0  -124.347   38.652  297.2   7.31
  26 728611.5  -124.405   38.728  302.5   7.38
  26 728612.0  -124.471   38.822  301.6   7.40
  26 728612.5  -124.520   38.911  310.8   7.44
  26 728613.0  -124.527   38.971  317.6   7.51
  26 728613.5  -124.504   39.005  314.4   7.50
  26 728614.0  -124.477   39.033  320.1   7.50
  26 728614.5  -124.455   39.061  323.3   7.51
  26 728615.0  -124.434   39.084  319.9   7.50
  26 728615.5  -124.410   39.097  324.3   7.47
  26 728616.0  -124.387   39.098  324.5   7.51
  26 728616.5  -124.369   39.087  319.7   7.47
  26 728617.0  -124.363   39.068  330.2   7.60
  26 728617.5  -124.375   39.050  321.0   7.41
  26 728618.0  -124.406   39.035  332.3   7.60
  26 728618.5  -124.451   39.025  329.3   7.55
  26 728619.0  -124.505   39.021  327.6   7.57
  26 728619.5  -124.565   39.028  330.2   7.59
  26 728620.0  -124.627   39.049  327.3   7.55
  26 728620.5  -124.685   39.086  318.5   7.48
  26 728621.0  -124.733   39.136  311.0   7.49
  26 728621.5  -124.764   39.192  322.9   7.54
  26 728622.0  -124.772   39.245  320.2   7.49
  26 728622.5  -124.757   39.286  321.4   7.57
  26 728623.0  -124.729   39.309  314.3   7.44
  26 728623.5  -124.700   39.316  321.4   7.51
  26 728624.0  -124.682   39.309  322.3   7.51
  26 728624.5  -124.681   39.290  324.4   7.49
  26 728625.0  -124.697   39.267  319.2   7.47
  26 728625.5  -124.729   39.245  325.6   7.60
  26 728626.0  -124.775   39.230  325.6   7.44
  26 728626.5  -124.832   39.225  322.7   7.47
  26 728627.0  -124.896   39.229  318.1   7.39
  26 728627.5  -124.960   39.245  321.8   7.46
  26 728628.0  -125.019   39.272  328.1   7.54
  26 728628.5  -125.060   39.307  324.7   7.48
  26 728629.0  -125.068   39.341  331.9   7.60
  26 728629.5  -125.046   39.368  337.3   7.58
  26 728630.0  -125.015   39.385  331.9   7.50
  26 728630.5  -124.988   39.390  328.2   7.45
  26 728631.0  -124.969   39.383  329.6   7.51
  26 728631.5  -124.961   39.365  331.0   7.50
  26 728632.0  -124.971   39.339  326.9   7.44
  26 728632.5  -125.002   39.314  331.7   7.48
  26 728633.0  -125.051   39.296  325.3   7.45
  26 728633.5  -125.113   39.289  329.3   7.45
  26 728634.0  -125.178   39.289  316.4   7.53
  26 728634.5  -125.238   39.289  307.5   7.52
  26 728635.0  -125.292   39.288  317.7   7.56
  26 728635.5  -125.342   39.291  311.5   7.48
  26 728636.0  -125.391   39.298  312.5   7.60
  26 728636.5  -125.436   39.310  315.3   7.55
  26 728637.0  -125.477   39.325  314.5   7.58
  26 728637.5  -125.512   39.341  325.9   7.60
  26 728638.0  -125.545   39.358  323.5   7.66
  26 728638.5  -125.574   39.376  320.4   7.59
  26 728639.0  -125.597   39.397  330.7   7.68
  26 728639.5  -125.614   39.418  326.1   7.67
  26 728640.0  -125.624   39.436  329.1   7.69
  26 728640.5  -125.626   39.450  325.0   7.65
  26 728641.0  -125.623   39.461  322.9   7.61
  26 728641.5  -125.620   39.468  321.3   7.58
  26 728642.0  -125.621   39.470  323.3   7.67
  26 728642.5  -125.627   39.467  318.3   7.69
  26 728643.0  -125.634   39.464  325.3   7.68
  26 728643.5  -125.640   39.463  327.7   7.71
  26 728644.0  -125.645   39.464  329.9   7.68
  26 728644.5  -125.649   39.465  327.3   7.65
  26 728645.0  -125.649   39.467  332.6   7.83
  26 728645.5  -125.642   39.469  315.2   7.61
  26 728646.0  -125.632   39.463  324.4   7.70
  26 728646.5  -125.626   39.447  306.5   7.61
  26 728647.0  -125.631   39.420  307.8   7.61
  26 728647.5  -125.652   39.390  304.8   7.57
  26 728648.0  -125.686   39.361  301.7   7.53
  26 728648.5  -125.729   39.339  305.2   7.61
  26 728649.0  -125.781   39.323  301.9   7.54
  26 728649.5  -125.840   39.315  303.1   7.51
  26 728650.0  -125.902   39.318  304.5   7.54
  26 728650.5  -125.959   39.330  304.1   7.56
  26 728651.0  -126.010   39.350  309.7   7.60
  26 728651.5  -126.054   39.375  308.8   7.53
  26 728652.0  -126.091   39.406  300.8   7.59
  26 728652.5  -126.116   39.442  305.2   7.58
  26 728653.0  -126.124   39.483  302.5   7.57
  26 728653.5  -126.112   39.528  317.8   7.70
  26 728654.0  -126.083   39.572  302.0   7.61
  26 728654.5  -126.044   39.605  312.1   7.72
  26 728655.0  -125.998   39.620  306.0   7.61
  26 728655.5  -125.949   39.616  314.1   7.68
  26 728656.0  -125.899   39.599  327.8   7.62
  28 728517.0  -123.103   37.621  358.9   7.24
  28 728517.5  -123.092   37.612  356.3   7.21
  28 728518.0  -123.096   37.607  353.0   7.14
  28 728518.5  -123.121   37.609  351.6   7.13
  28 728519.0  -123.155   37.616  349.4   7.13
  28 728519.5  -123.182   37.631  359.6   7.25
  28 728520.0  -123.205   37.651  355.3   7.22
  28 728520.5  -123.236   37.676  362.5    NaN
  28 728521.0  -123.266   37.700  364.8    NaN
  28 728521.5  -123.279   37.719  358.7   7.28
  28 728522.0  -123.277   37.727  369.2   7.37
  28 728522.5  -123.277   37.727  374.3   7.35
  28 728523.0  -123.290   37.727  368.9   7.35
  28 728523.5  -123.316   37.730  369.3   7.34
  28 728524.0  -123.349   37.734  360.8   7.22
  28 728524.5  -123.385   37.737  355.1   7.21
  28 728525.0  -123.425   37.737  353.8   7.14
  28 728525.5  -123.468   37.736  359.9   7.21
  28 728526.0  -123.509   37.736  359.0   7.14
  28 728526.5  -123.547   37.733  358.3   7.20
  28 728527.0  -123.578   37.725  359.3   7.22
  28 728527.5  -123.600   37.710  361.3   7.21
  28 728528.0  -123.615   37.689  364.5   7.20
  28 728528.5  -123.630   37.659  363.4   7.15
  28 728529.0  -123.652   37.618  362.7   7.16
  28 728529.5  -123.683   37.569  360.9   7.15
  28 728530.0  -123.720   37.522  359.0   7.13
  28 728530.5  -123.762   37.485  345.5   7.13
  28 728531.0  -123.804   37.463  356.7   7.13
  28 728531.5  -123.839   37.459  359.1   7.14
  28 728532.0  -123.859   37.466  359.4   7.21
  28 728532.5  -123.859   37.479  353.8   7.13
  28 728533.0  -123.842   37.492  356.5   7.25
  28 728533.5  -123.813   37.503  359.5   7.21
  28 728534.0  -123.776   37.509  357.9   7.15
  28 728534.5  -123.733   37.513  359.1   7.14
  28 728535.0  -123.685   37.515  358.2   7.18
  28 728535.5  -123.632   37.517  358.6   7.22
  28 728536.0  -123.579   37.517  359.6   7.19
  28 728536.5  -123.527   37.516  358.4   7.17
  28 728537.0  -123.480   37.513  361.2   7.17
  28 728537.5  -123.442   37.509  364.5   7.17
  28 728538.0  -123.415   37.503  362.4   7.18
  28 728538.5  -123.394   37.495  360.9   7.18
  28 728539.0  -123.378   37.485  358.3   7.18
  28 728539.5  -123.367   37.475  355.8   7.14
  28 728540.0  -123.361   37.466  357.7   7.14
  28 728540.5  -123.362   37.459  359.1   7.19
  28 728541.0  -123.368   37.455  359.2   7.17
  28 728541.5  -123.381   37.458  361.3   7.14
  28 728542.0  -123.396   37.466  360.1   7.13
  28 728542.5  -123.413   37.478  360.0   7.13
  28 728543.0  -123.430   37.491  356.9   7.12
  28 728543.5  -123.445   37.502  356.7   7.12
  28 728544.0  -123.458   37.512  358.8   7.13
  28 728544.5  -123.470   37.523  357.1   7.13
  28 728545.0  -123.480   37.536  361.1   7.13
  28 728545.5  -123.489   37.549  357.0   7.12
  28 728546.0  -123.496   37.560  358.2   7.13
  28 728546.5  -123.503   37.572  361.4   7.05
  28 728547.0  -123.510   37.587  359.3   7.08
  28 728547.5  -123.518   37.603  357.1   7.11
  28 728548.0  -123.528   37.620  362.2   7.12
  28 728548.5  -123.542   37.640  359.1   7.10
  28 728549.0  -123.559   37.666  358.3   7.06
  28 728549.5  -123.577   37.698  359.1   6.94
