a	b	c	d	e	f	g	h	i	j
10	19	1	3	76	7	6	371	1	0
10	20	1	3	67	6	7	371	1	0
10	21	1	3	49	4	9	364	2	0
10	22	1	3	77	7	7	539	1	0
10	23	1	3	19	1	9	443	2	0
10	24	1	3	18	1	8	389	2	0
10	25	1	3	99	9	9	428	1	0
10	26	1	3	66	6	6	516	1	0
10	27	1	3	16	1	6	371	2	0
10	28	1	3	78	7	8	363	1	0
10	29	1	3	86	8	6	459	1	0
10	30	1	3	88	8	8	395	1	0
10	31	1	3	28	2	8	443	2	0
10	1	1	5	62	6	2	435	1	0
10	2	1	5	17	1	7	339	2	0
10	3	1	5	16	1	6	379	2	0
10	4	1	5	19	1	9	331	2	0
10	5	1	5	27	2	7	827	2	0
10	6	1	5	18	1	8	373	2	0
10	7	1	5	37	3	7	380	2	0
10	8	1	5	71	7	1	468	1	0
10	9	1	5	93	9	3	484	1	0
10	10	1	5	26	2	6	411	2	0
10	11	1	5	28	2	8	467	2	0
10	12	1	5	83	8	3	435	1	0
10	13	1	5	36	3	6	395	2	0
10	14	1	5	49	4	9	579	2	0
10	15	1	5	39	3	9	347	2	0
10	16	1	5	81	8	1	499	1	0
10	17	1	5	74	7	4	467	1	0
10	18	1	5	29	2	9	379	2	0
10	19	1	5	73	7	3	491	1	0
10	20	1	5	72	7	2	419	1	0
10	21	1	5	38	3	8	387	2	0
10	22	1	5	91	9	1	419	1	0
10	23	1	5	84	8	4	475	1	0
10	24	1	5	82	8	2	468	1	0
10	25	1	5	64	6	4	508	1	0
10	26	1	5	48	4	8	419	2	0
10	27	1	5	92	9	2	380	1	0
10	28	1	5	47	4	7	451	2	0
10	29	1	5	94	9	4	435	1	0
10	30	1	5	63	6	3	619	1	0
10	31	1	5	61	6	1	387	1	0
10	1	1	4	43	4	3	379	2	0
10	2	1	4	76	7	6	459	1	0
10	3	1	4	11	1	1	347	2	0
10	4	1	4	34	3	4	379	2	0
10	5	1	4	86	8	6	412	1	0
10	6	1	4	32	3	2	347	2	0
10	7	1	4	96	9	6	420	1	0
10	8	1	4	67	6	7	468	1	0
10	9	1	4	44	4	4	364	2	0
10	10	1	4	99	9	9	387	1	0
10	11	1	4	14	1	4	371	2	0
10	12	1	4	89	8	9	395	1	0
10	13	1	4	97	9	7	411	1	0
10	14	1	4	13	1	3	395	2	0
10	15	1	4	21	2	1	523	2	0
10	16	1	4	68	6	8	491	1	0
10	17	1	4	88	8	8	435	1	0
10	18	1	4	69	6	9	515	1	0
10	19	1	4	23	2	3	515	2	0
10	20	1	4	12	1	2	363	2	0
10	21	1	4	33	3	3	443	1	1
10	22	1	4	66	6	6	475	1	0
10	23	1	4	41	4	1	651	2	0
10	24	1	4	31	3	1	340	2	0
10	25	1	4	42	4	2	388	2	0
10	26	1	4	22	2	2	404	2	0
10	27	1	4	87	8	7	412	1	0
10	28	1	4	24	2	4	468	2	0
10	29	1	4	78	7	8	387	1	0
10	30	1	4	79	7	9	411	1	0
10	31	1	4	77	7	7	395	1	0
10	1	1	1	17	1	7	355	2	0
10	2	1	1	63	6	3	603	1	0
10	3	1	1	78	7	8	435	1	0
10	4	1	1	42	4	2	435	2	0
10	5	1	1	26	2	6	379	2	0
10	6	1	1	46	4	6	420	2	0
10	7	1	1	23	2	3	411	2	0
10	8	1	1	92	9	2	516	1	0
10	9	1	1	61	6	1	940	1	0
10	10	1	1	32	3	2	403	2	0
10	11	1	1	81	8	1	419	1	0
10	12	1	1	31	3	1	419	2	0
10	13	1	1	91	9	1	499	1	0
10	14	1	1	13	1	3	571	2	0
10	15	1	1	84	8	4	507	1	0
10	16	1	1	67	6	7	539	1	0
10	17	1	1	11	1	1	483	2	0
10	18	1	1	64	6	4	475	1	0
10	19	1	1	74	7	4	467	1	0
10	20	1	1	36	3	6	443	2	0
10	21	1	1	24	2	4	395	2	0
10	22	1	1	77	7	7	659	1	0
10	23	1	1	79	7	9	764	1	0
10	24	1	1	14	1	4	331	2	0
10	25	1	1	89	8	9	380	1	0
10	26	1	1	48	4	8	348	2	0
10	27	1	1	68	6	8	460	1	0
10	28	1	1	47	4	7	459	2	0
10	29	1	1	34	3	4	387	2	0
10	30	1	1	39	3	9	323	2	0
10	31	1	1	62	6	2	499	1	0
10	32	1	1	72	7	2	443	1	0
10	33	1	1	38	3	8	435	2	0
10	34	1	1	99	9	9	451	1	0
10	35	1	1	16	1	6	435	2	0
10	36	1	1	83	8	3	363	1	0
10	37	1	1	29	2	9	387	2	0
10	38	1	1	87	8	7	355	1	0
10	39	1	1	37	3	7	387	2	0
10	40	1	1	73	7	3	419	1	0
10	41	1	1	76	7	6	483	1	0
10	42	1	1	96	9	6	500	1	0
10	43	1	1	43	4	3	443	2	0
10	44	1	1	41	4	1	363	2	0
10	45	1	1	33	3	3	428	2	0
10	46	1	1	82	8	2	396	1	0
10	47	1	1	97	9	7	508	1	0
10	48	1	1	21	2	1	363	2	0
10	49	1	1	28	2	8	395	2	0
10	50	1	1	88	8	8	419	1	0
10	51	1	1	94	9	4	388	1	0
10	52	1	1	66	6	6	355	2	1
10	53	1	1	49	4	9	427	2	0
10	54	1	1	22	2	2	291	2	0
10	55	1	1	86	8	6	435	1	0
10	56	1	1	19	1	9	379	2	0
10	57	1	1	27	2	7	507	2	0
10	58	1	1	44	4	4	555	2	0
10	59	1	1	71	7	1	515	1	0
10	60	1	1	69	6	9	427	1	0
10	61	1	1	12	1	2	388	2	0
10	62	1	1	93	9	3	499	1	0
10	63	1	1	98	9	8	451	1	0
10	1	2	1	76	7	6	580	1	0
10	2	2	1	27	2	7	563	1	0
10	3	2	1	18	1	8	683	1	0
10	4	2	1	14	1	4	403	2	0
10	5	2	1	42	4	2	499	2	0
10	6	2	1	39	3	9	516	1	0
10	7	2	1	94	9	4	459	2	0
10	8	2	1	24	2	4	420	2	0
10	9	2	1	64	6	4	404	2	0
10	10	2	1	69	6	9	412	1	0
10	11	2	1	21	2	1	404	2	0
10	12	2	1	89	8	9	396	1	0
10	13	2	1	88	8	8	419	1	0
10	14	2	1	46	4	6	476	1	0
10	15	2	1	49	4	9	547	1	0
10	16	2	1	83	8	3	427	2	0
10	17	2	1	77	7	7	739	1	0
10	18	2	1	86	8	6	388	1	0
10	19	2	1	93	9	3	395	2	0
10	20	2	1	31	3	1	355	2	0
10	21	2	1	34	3	4	379	2	0
10	22	2	1	19	1	9	491	2	1
10	23	2	1	92	9	2	443	2	0
10	24	2	1	87	8	7	467	1	0
10	25	2	1	71	7	1	523	2	0
10	26	2	1	38	3	8	643	1	0
10	27	2	1	79	7	9	483	1	0
10	28	2	1	66	6	6	483	1	0
10	29	2	1	84	8	4	731	2	0
10	30	2	1	72	7	2	515	2	0
10	31	2	1	78	7	8	459	1	0
10	32	2	1	12	1	2	556	2	0
10	33	2	1	41	4	1	411	2	0
10	34	2	1	63	6	3	579	2	0
10	35	2	1	13	1	3	436	2	0
10	36	2	1	47	4	7	436	1	0
10	37	2	1	96	9	6	396	1	0
10	38	2	1	26	2	6	603	1	0
10	39	2	1	32	3	2	443	2	0
10	40	2	1	29	2	9	451	1	0
10	41	2	1	33	3	3	459	2	0
10	42	2	1	44	4	4	499	1	1
10	43	2	1	48	4	8	459	1	0
10	44	2	1	28	2	8	627	1	0
10	45	2	1	82	8	2	483	2	0
10	46	2	1	62	6	2	427	2	0
10	47	2	1	74	7	4	395	2	0
10	48	2	1	67	6	7	595	1	0
10	49	2	1	91	9	1	387	2	0
10	50	2	1	22	2	2	468	2	0
10	51	2	1	81	8	1	435	2	0
10	52	2	1	17	1	7	587	1	0
10	53	2	1	16	1	6	531	1	0
10	54	2	1	99	9	9	476	1	0
10	55	2	1	23	2	3	395	2	0
10	56	2	1	98	9	8	499	1	0
10	57	2	1	11	1	1	435	2	0
10	58	2	1	36	3	6	643	1	0
10	59	2	1	61	6	1	364	2	0
10	60	2	1	43	4	3	443	2	0
10	61	2	1	97	9	7	411	1	0
10	62	2	1	68	6	8	499	1	0
10	63	2	1	37	3	7	547	1	0
10	1	2	3	71	7	1	411	2	0
10	2	2	3	84	8	4	652	2	0
10	3	2	3	74	7	4	379	2	0
10	4	2	3	92	9	2	371	2	0
10	5	2	3	82	8	2	435	2	0
10	6	2	3	99	9	9	459	1	0
10	7	2	3	73	7	3	411	2	0
10	8	2	3	81	8	1	435	2	0
10	9	2	3	96	9	6	443	1	0
10	10	2	3	83	8	3	443	2	0
10	11	2	3	67	6	7	395	1	0
10	12	2	3	63	6	3	555	2	0
10	13	2	3	76	7	6	499	1	0
10	14	2	3	64	6	4	371	2	0
10	15	2	3	78	7	8	483	1	0
10	16	2	3	68	6	8	452	1	0
10	17	2	3	66	6	6	459	1	0
10	18	2	3	79	7	9	411	1	0
10	19	2	3	87	8	7	515	1	0
10	20	2	3	61	6	1	475	2	0
10	21	2	3	94	9	4	508	1	1
10	22	2	3	91	9	1	491	2	0
10	23	2	3	69	6	9	499	1	0
10	24	2	3	77	7	7	499	1	0
10	25	2	3	93	9	3	443	2	0
10	26	2	3	98	9	8	467	1	0
10	27	2	3	72	7	2	372	2	0
10	28	2	3	86	8	6	459	2	1
10	29	2	3	62	6	2	339	2	0
10	30	2	3	88	8	8	435	1	0
10	31	2	3	89	8	9	707	1	0
10	1	2	2	37	3	7	420	1	0
10	2	2	2	13	1	3	380	2	0
10	3	2	2	33	3	3	395	2	0
10	4	2	2	21	2	1	403	2	0
10	5	2	2	29	2	9	531	1	0
10	6	2	2	32	3	2	379	2	0
10	7	2	2	16	1	6	467	1	0
10	8	2	2	36	3	6	411	1	0
10	9	2	2	22	2	2	299	2	0
10	10	2	2	39	3	9	427	1	0
10	11	2	2	14	1	4	451	2	0
10	12	2	2	46	4	6	467	2	1
10	13	2	2	11	1	1	339	2	0
10	14	2	2	27	2	7	475	1	0
10	15	2	2	26	2	6	452	1	0
10	16	2	2	34	3	4	411	2	0
10	17	2	2	12	1	2	411	2	0
10	18	2	2	23	2	3	387	2	0
10	19	2	2	18	1	8	484	1	0
10	20	2	2	41	4	1	340	2	0
10	21	2	2	44	4	4	372	2	0
10	22	2	2	19	1	9	580	1	0
10	23	2	2	42	4	2	411	2	0
10	24	2	2	31	3	1	371	2	0
10	25	2	2	17	1	7	491	1	0
10	26	2	2	28	2	8	523	1	0
10	27	2	2	24	2	4	419	1	1
10	28	2	2	48	4	8	475	1	0
10	29	2	2	47	4	7	523	1	0
10	30	2	2	49	4	9	419	1	0
10	31	2	2	43	4	3	459	2	0
10	1	2	5	39	3	9	412	1	0
10	2	2	5	19	1	9	460	1	0
10	3	2	5	94	9	4	580	2	0
10	4	2	5	64	6	4	419	2	0
10	5	2	5	28	2	8	491	1	0
10	6	2	5	92	9	2	371	2	0
10	7	2	5	93	9	3	427	2	0
10	8	2	5	16	1	6	707	1	0
10	9	2	5	18	1	8	435	1	0
10	10	2	5	62	6	2	355	2	0
10	11	2	5	38	3	8	451	1	0
10	12	2	5	61	6	1	483	2	0
10	13	2	5	17	1	7	475	1	0
10	14	2	5	82	8	2	412	2	0
10	15	2	5	47	4	7	523	1	0
10	16	2	5	36	3	6	571	1	0
10	17	2	5	49	4	9	467	1	0
10	18	2	5	46	4	6	475	1	0
10	19	2	5	27	2	7	484	1	0
10	20	2	5	74	7	4	612	2	0
10	21	2	5	84	8	4	564	2	0
10	22	2	5	71	7	1	491	2	0
10	23	2	5	48	4	8	459	1	0
10	24	2	5	26	2	6	515	1	0
10	25	2	5	63	6	3	371	2	0
10	26	2	5	91	9	1	387	2	0
10	27	2	5	29	2	9	627	1	0
10	28	2	5	72	7	2	435	2	0
10	29	2	5	73	7	3	475	2	0
10	30	2	5	83	8	3	555	2	0
10	31	2	5	37	3	7	515	1	0
10	1	2	4	12	1	2	340	2	0
10	2	2	4	66	6	6	484	1	0
10	3	2	4	76	7	6	411	1	0
10	4	2	4	96	9	6	419	1	0
10	5	2	4	14	1	4	387	2	0
10	6	2	4	23	2	3	395	2	0
10	7	2	4	98	9	8	427	1	0
10	8	2	4	99	9	9	467	1	0
10	9	2	4	24	2	4	563	2	0
10	10	2	4	69	6	9	451	1	0
10	11	2	4	33	3	3	427	2	0
10	12	2	4	43	4	3	379	2	0
10	13	2	4	21	2	1	444	2	0
10	14	2	4	22	2	2	443	2	0
10	15	2	4	32	3	2	355	2	0
10	16	2	4	31	3	1	579	2	0
10	17	2	4	68	6	8	363	1	0
10	18	2	4	34	3	4	476	2	0
10	19	2	4	77	7	7	564	1	0
10	20	2	4	11	1	1	356	2	0
10	21	2	4	79	7	9	468	1	0
10	22	2	4	44	4	4	515	2	0
10	23	2	4	42	4	2	595	2	0
10	24	2	4	97	9	7	499	1	0
10	25	2	4	88	8	8	491	1	0
10	26	2	4	87	8	7	371	1	0
10	27	2	4	13	1	3	427	2	0
10	28	2	4	67	6	7	451	1	0
10	29	2	4	41	4	1	475	2	0
10	30	2	4	86	8	6	491	1	0
10	31	2	4	89	8	9	492	1	0
10	1	1	3	79	7	9	395	1	0
10	2	1	3	97	9	7	371	1	0
10	3	1	3	18	1	8	355	2	0
10	4	1	3	67	6	7	459	1	0
10	5	1	3	69	6	9	371	1	0
10	6	1	3	38	3	8	403	2	0
10	7	1	3	28	2	8	396	2	0
10	8	1	3	49	4	9	419	1	1
10	9	1	3	87	8	7	395	1	0
10	10	1	3	37	3	7	347	2	0
10	11	1	3	46	4	6	403	2	0
10	12	1	3	47	4	7	355	2	0
10	13	1	3	96	9	6	395	1	0
10	14	1	3	86	8	6	516	1	0
10	15	1	3	48	4	8	516	2	0
10	16	1	3	76	7	6	436	1	0
10	17	1	3	98	9	8	491	1	0
10	18	1	3	27	2	7	371	2	0
10	19	1	3	77	7	7	491	1	0
10	20	1	3	78	7	8	443	1	0
10	21	1	3	19	1	9	411	2	0
10	22	1	3	39	3	9	411	2	0
10	23	1	3	29	2	9	475	2	0
10	24	1	3	89	8	9	491	1	0
10	25	1	3	17	1	7	347	2	0
10	26	1	3	66	6	6	580	2	1
10	27	1	3	68	6	8	427	1	0
10	28	1	3	36	3	6	523	2	0
10	29	1	3	16	1	6	387	2	0
10	30	1	3	26	2	6	419	2	0
10	31	1	3	88	8	8	483	1	0
10	1	1	2	83	8	3	451	1	0
10	2	1	2	21	2	1	363	2	0
10	3	1	2	92	9	2	419	1	0
10	4	1	2	63	6	3	563	1	0
10	5	1	2	41	4	1	427	2	0
10	6	1	2	61	6	1	379	1	0
10	7	1	2	22	2	2	388	2	0
10	8	1	2	24	2	4	339	2	0
10	9	1	2	44	4	4	355	2	0
10	10	1	2	43	4	3	371	2	0
10	11	1	2	84	8	4	387	1	0
10	12	1	2	82	8	2	419	1	0
10	13	1	2	32	3	2	451	2	0
10	14	1	2	14	1	4	492	2	0
10	15	1	2	94	9	4	420	1	0
10	16	1	2	93	9	3	356	1	0
10	17	1	2	11	1	1	380	2	0
10	18	1	2	33	3	3	451	2	0
10	19	1	2	23	2	3	363	2	0
10	20	1	2	72	7	2	379	1	0
10	21	1	2	34	3	4	403	2	0
10	22	1	2	13	1	3	443	2	0
10	23	1	2	31	3	1	355	2	0
10	24	1	2	12	1	2	403	2	0
10	25	1	2	62	6	2	443	1	0
10	26	1	2	73	7	3	484	2	1
10	27	1	2	74	7	4	507	1	0
10	28	1	2	71	7	1	363	1	0
10	29	1	2	81	8	1	419	1	0
10	30	1	2	91	9	1	379	1	0
10	31	1	2	42	4	2	475	2	0
10	1	1	5	39	3	9	411	2	0
10	2	1	5	64	6	4	403	1	0
10	3	1	5	94	9	4	427	1	0
10	4	1	5	91	9	1	411	1	0
10	5	1	5	48	4	8	459	1	1
10	6	1	5	37	3	7	531	2	0
10	7	1	5	93	9	3	475	1	0
10	8	1	5	74	7	4	836	1	0
10	9	1	5	47	4	7	451	2	0
10	10	1	5	84	8	4	419	1	0
10	11	1	5	19	1	9	403	2	0
10	12	1	5	38	3	8	499	2	0
10	13	1	5	26	2	6	403	2	0
10	14	1	5	28	2	8	387	2	0
10	15	1	5	46	4	6	499	2	0
10	16	1	5	71	7	1	412	1	0
10	17	1	5	83	8	3	532	1	0
10	18	1	5	36	3	6	427	2	0
10	19	1	5	62	6	2	691	1	0
10	20	1	5	92	9	2	459	1	0
10	21	1	5	82	8	2	451	1	0
10	22	1	5	49	4	9	555	2	0
10	23	1	5	18	1	8	467	2	0
10	24	1	5	17	1	7	339	2	0
10	25	1	5	72	7	2	467	1	0
10	26	1	5	16	1	6	460	2	0
10	27	1	5	27	2	7	587	2	0
10	28	1	5	73	7	3	451	1	0
10	29	1	5	61	6	1	507	1	0
10	30	1	5	81	8	1	451	1	0
10	31	1	5	29	2	9	459	2	0
10	1	1	4	79	7	9	467	1	0
10	2	1	4	88	8	8	395	1	0
10	3	1	4	66	6	6	403	1	0
10	4	1	4	76	7	6	427	1	0
10	5	1	4	96	9	6	363	1	0
10	6	1	4	42	4	2	411	2	0
10	7	1	4	41	4	1	355	2	0
10	8	1	4	21	2	1	396	2	0
10	9	1	4	86	8	6	379	1	0
10	10	1	4	98	9	8	411	1	0
10	11	1	4	77	7	7	419	1	0
10	12	1	4	97	9	7	451	1	0
10	13	1	4	14	1	4	427	2	0
10	14	1	4	99	9	9	467	1	0
10	15	1	4	69	6	9	595	1	0
10	16	1	4	68	6	8	492	1	0
10	17	1	4	24	2	4	532	2	0
10	18	1	4	23	2	3	364	2	0
10	19	1	4	11	1	1	411	2	0
10	20	1	4	87	8	7	427	1	0
10	21	1	4	33	3	3	515	2	0
10	22	1	4	89	8	9	363	1	0
10	23	1	4	67	6	7	515	1	0
10	24	1	4	43	4	3	683	2	0
10	25	1	4	44	4	4	427	2	0
10	26	1	4	32	3	2	436	2	0
10	27	1	4	34	3	4	403	2	0
10	28	1	4	31	3	1	379	2	0
10	29	1	4	12	1	2	411	2	0
10	30	1	4	22	2	2	411	2	0
10	31	1	4	78	7	8	475	1	0
10	1	1	1	98	9	8	491	1	0
10	2	1	1	93	9	3	419	1	0
10	3	1	1	44	4	4	483	2	0
10	4	1	1	14	1	4	419	2	0
10	5	1	1	16	1	6	579	2	0
10	6	1	1	97	9	7	379	1	0
10	7	1	1	86	8	6	403	1	0
10	8	1	1	11	1	1	380	2	0
10	9	1	1	18	1	8	427	2	0
10	10	1	1	69	6	9	379	1	0
10	11	1	1	38	3	8	459	2	0
10	12	1	1	66	6	6	379	1	0
10	13	1	1	92	9	2	459	1	0
10	14	1	1	41	4	1	587	2	0
10	15	1	1	81	8	1	475	1	0
10	16	1	1	47	4	7	403	2	0
10	17	1	1	31	3	1	443	2	0
10	18	1	1	76	7	6	580	1	0
10	19	1	1	48	4	8	476	2	0
10	20	1	1	99	9	9	435	1	0
10	21	1	1	91	9	1	467	1	0
10	22	1	1	64	6	4	475	2	1
10	23	1	1	67	6	7	499	1	0
10	24	1	1	77	7	7	403	1	0
10	25	1	1	33	3	3	459	2	0
10	26	1	1	32	3	2	404	2	0
10	27	1	1	22	2	2	355	2	0
10	28	1	1	36	3	6	395	2	0
10	29	1	1	87	8	7	515	1	0
10	30	1	1	34	3	4	507	2	0
10	31	1	1	42	4	2	859	2	0
10	32	1	1	61	6	1	491	1	0
10	33	1	1	79	7	9	483	1	0
10	34	1	1	82	8	2	427	1	0
10	35	1	1	13	1	3	468	2	0
10	36	1	1	94	9	4	428	1	0
10	37	1	1	17	1	7	452	2	0
10	38	1	1	46	4	6	571	2	0
10	39	1	1	73	7	3	403	1	0
10	40	1	1	63	6	3	563	1	0
10	41	1	1	28	2	8	635	2	0
10	42	1	1	89	8	9	419	1	0
10	43	1	1	26	2	6	451	2	0
10	44	1	1	24	2	4	380	2	0
10	45	1	1	27	2	7	331	2	0
10	46	1	1	68	6	8	571	1	0
10	47	1	1	72	7	2	547	1	0
10	48	1	1	88	8	8	411	1	0
10	49	1	1	12	1	2	451	2	0
10	50	1	1	84	8	4	451	1	0
10	51	1	1	29	2	9	483	2	0
10	52	1	1	43	4	3	499	2	0
10	53	1	1	37	3	7	388	2	0
10	54	1	1	96	9	6	420	1	0
10	55	1	1	62	6	2	484	2	1
10	56	1	1	19	1	9	459	2	0
10	57	1	1	71	7	1	459	1	0
10	58	1	1	23	2	3	483	2	0
10	59	1	1	49	4	9	371	1	1
10	60	1	1	74	7	4	379	1	0
10	61	1	1	83	8	3	443	1	0
10	62	1	1	78	7	8	404	1	0
10	63	1	1	21	2	1	499	2	0
10	1	2	1	79	7	9	427	1	0
10	2	2	1	11	1	1	363	2	0
10	3	2	1	28	2	8	403	1	0
10	4	2	1	37	3	7	443	1	0
10	5	2	1	77	7	7	427	1	0
10	6	2	1	61	6	1	460	2	0
10	7	2	1	97	9	7	635	1	0
10	8	2	1	73	7	3	571	2	0
10	9	2	1	34	3	4	427	2	0
10	10	2	1	84	8	4	435	2	0
10	11	2	1	36	3	6	523	1	0
10	12	2	1	31	3	1	379	2	0
10	13	2	1	41	4	1	443	2	0
10	14	2	1	67	6	7	467	1	0
10	15	2	1	72	7	2	419	2	0
10	16	2	1	39	3	9	460	1	0
10	17	2	1	87	8	7	396	1	0
10	18	2	1	64	6	4	444	2	0
10	19	2	1	76	7	6	435	1	0
10	20	2	1	91	9	1	459	2	0
10	21	2	1	42	4	2	379	2	0
10	22	2	1	48	4	8	483	1	0
10	23	2	1	47	4	7	491	1	0
10	24	2	1	13	1	3	796	2	0
10	25	2	1	19	1	9	667	1	0
10	26	2	1	81	8	1	387	2	0
10	27	2	1	12	1	2	451	2	0
10	28	2	1	18	1	8	531	1	0
10	29	2	1	93	9	3	459	2	0
10	30	2	1	69	6	9	491	1	0
10	31	2	1	21	2	1	523	2	0
10	32	2	1	17	1	7	355	1	0
10	33	2	1	88	8	8	434	1	0
10	34	2	1	96	9	6	515	1	0
10	35	2	1	38	3	8	435	1	0
10	36	2	1	14	1	4	397	2	0
10	37	2	1	22	2	2	355	2	0
10	38	2	1	33	3	3	355	2	0
10	39	2	1	66	6	6	483	1	0
10	40	2	1	44	4	4	483	2	0
10	41	2	1	27	2	7	523	1	0
10	42	2	1	68	6	8	412	1	0
10	43	2	1	23	2	3	363	2	0
10	44	2	1	49	4	9	411	1	0
10	45	2	1	89	8	9	451	1	0
10	46	2	1	94	9	4	507	2	0
10	47	2	1	78	7	8	427	1	0
10	48	2	1	74	7	4	371	2	0
10	49	2	1	43	4	3	547	2	0
10	50	2	1	86	8	6	355	1	0
10	51	2	1	26	2	6	331	2	1
10	52	2	1	62	6	2	555	2	0
10	53	2	1	63	6	3	364	2	0
10	54	2	1	82	8	2	348	2	0
10	55	2	1	24	2	4	364	2	0
10	56	2	1	29	2	9	395	1	0
10	57	2	1	98	9	8	363	1	0
10	58	2	1	99	9	9	387	1	0
10	59	2	1	16	1	6	491	1	0
10	60	2	1	71	7	1	427	2	0
10	61	2	1	92	9	2	388	2	0
10	62	2	1	32	3	2	371	2	0
10	63	2	1	46	4	6	451	1	0
10	1	2	5	18	1	8	411	1	0
10	2	2	5	46	4	6	403	1	0
10	3	2	5	92	9	2	332	2	0
10	4	2	5	91	9	1	356	2	0
10	5	2	5	29	2	9	468	1	0
10	6	2	5	81	8	1	427	2	0
10	7	2	5	63	6	3	403	2	0
10	8	2	5	82	8	2	435	2	0
10	9	2	5	94	9	4	363	1	1
10	10	2	5	62	6	2	419	2	0
10	11	2	5	61	6	1	339	2	0
10	12	2	5	38	3	8	444	1	0
10	13	2	5	36	3	6	403	1	0
10	14	2	5	71	7	1	339	2	0
10	15	2	5	49	4	9	379	1	0
10	16	2	5	74	7	4	419	1	1
10	17	2	5	84	8	4	507	2	0
10	18	2	5	93	9	3	459	2	0
10	19	2	5	48	4	8	483	1	0
10	20	2	5	64	6	4	371	2	0
10	21	2	5	26	2	6	595	1	0
10	22	2	5	19	1	9	484	1	0
10	23	2	5	73	7	3	436	2	0
10	24	2	5	16	1	6	548	1	0
10	25	2	5	27	2	7	611	1	0
10	26	2	5	28	2	8	411	1	0
10	27	2	5	37	3	7	371	2	1
10	28	2	5	39	3	9	491	1	0
10	29	2	5	47	4	7	483	1	0
10	30	2	5	83	8	3	388	2	0
10	31	2	5	17	1	7	627	1	0
10	1	2	4	42	4	2	403	2	0
10	2	2	4	79	7	9	387	1	0
10	3	2	4	88	8	8	387	1	0
10	4	2	4	31	3	1	380	2	0
10	5	2	4	97	9	7	404	1	0
10	6	2	4	68	6	8	428	1	0
10	7	2	4	12	1	2	356	2	0
10	8	2	4	99	9	9	435	1	0
10	9	2	4	96	9	6	403	1	0
10	10	2	4	41	4	1	363	2	0
10	11	2	4	13	1	3	411	2	0
10	12	2	4	87	8	7	548	1	0
10	13	2	4	32	3	2	403	2	0
10	14	2	4	98	9	8	419	1	0
10	15	2	4	34	3	4	451	2	0
10	16	2	4	76	7	6	475	1	0
10	17	2	4	69	6	9	555	1	0
10	18	2	4	21	2	1	379	2	0
10	19	2	4	77	7	7	627	1	0
10	20	2	4	86	8	6	452	1	0
10	21	2	4	66	6	6	387	1	0
10	22	2	4	33	3	3	875	2	0
10	23	2	4	44	4	4	428	1	1
10	24	2	4	22	2	2	524	2	0
10	25	2	4	67	6	7	396	1	0
10	26	2	4	89	8	9	603	1	0
10	27	2	4	24	2	4	523	2	0
10	28	2	4	14	1	4	419	2	0
10	29	2	4	11	1	1	427	2	0
10	30	2	4	78	7	8	380	1	0
10	31	2	4	23	2	3	435	2	0
10	1	2	2	27	2	7	379	1	0
10	2	2	2	47	4	7	387	1	0
10	3	2	2	12	1	2	388	2	0
10	4	2	2	49	4	9	428	1	0
10	5	2	2	24	2	4	532	2	0
10	6	2	2	41	4	1	412	2	0
10	7	2	2	32	3	2	387	2	0
10	8	2	2	28	2	8	547	1	0
10	9	2	2	44	4	4	387	2	0
10	10	2	2	16	1	6	539	1	0
10	11	2	2	36	3	6	476	1	0
10	12	2	2	22	2	2	371	2	0
10	13	2	2	38	3	8	459	1	0
10	14	2	2	33	3	3	459	2	0
10	15	2	2	34	3	4	443	2	0
10	16	2	2	17	1	7	635	1	0
10	17	2	2	37	3	7	403	1	0
10	18	2	2	39	3	9	427	1	0
10	19	2	2	48	4	8	435	1	0
10	20	2	2	11	1	1	395	2	0
10	21	2	2	19	1	9	555	1	0
10	22	2	2	43	4	3	468	2	0
10	23	2	2	23	2	3	412	2	0
10	24	2	2	21	2	1	420	2	0
10	25	2	2	13	1	3	420	2	0
10	26	2	2	31	3	1	539	2	0
10	27	2	2	29	2	9	443	1	0
10	28	2	2	18	1	8	459	1	0
10	29	2	2	46	4	6	412	1	0
10	30	2	2	14	1	4	491	2	0
10	31	2	2	42	4	2	523	2	0
10	1	2	3	83	8	3	435	2	0
10	2	2	3	87	8	7	403	1	0
10	3	2	3	67	6	7	427	1	0
10	4	2	3	71	7	1	444	2	0
10	5	2	3	98	9	8	404	1	0
10	6	2	3	97	9	7	444	1	0
10	7	2	3	61	6	1	356	2	0
10	8	2	3	82	8	2	395	2	0
10	9	2	3	99	9	9	531	1	0
10	10	2	3	63	6	3	467	2	0
10	11	2	3	78	7	8	532	1	0
10	12	2	3	81	8	1	387	2	0
10	13	2	3	96	9	6	411	1	0
10	14	2	3	86	8	6	451	1	0
10	15	2	3	79	7	9	427	1	0
10	16	2	3	64	6	4	547	2	0
10	17	2	3	77	7	7	387	1	0
10	18	2	3	62	6	2	355	2	0
10	19	2	3	89	8	9	563	1	0
10	20	2	3	91	9	1	395	2	0
10	21	2	3	93	9	3	547	2	0
10	22	2	3	69	6	9	372	1	0
10	23	2	3	92	9	2	364	2	0
10	24	2	3	76	7	6	452	1	0
10	25	2	3	68	6	8	452	1	0
10	26	2	3	94	9	4	539	2	0
10	27	2	3	73	7	3	411	2	0
10	28	2	3	84	8	4	355	2	0
10	29	2	3	72	7	2	411	2	0
10	30	2	3	66	6	6	460	1	0
10	31	2	3	88	8	8	387	1	0
