[Measurement conditions]
Sample identification,LA05_0R0_0R2a
Comment,
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.38mm
Monochromator used,NO
Generator voltage, 45
Tube current, 40
File date and time,03-Apr-2019 14:21
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,3.010000000,74.990000000
Scan step size,0.0200000
No. of points, 3599
Scan type,CONTINUOUS
Time per step,10.160
[Scan points]
Angle,Intensity
56.600000000,206.3
56.620000000,201.1
56.640000000,204.4
56.660000000,220.7
56.680000000,204.8
56.700000000,216.7
56.720000000,204.0
56.740000000,198.1
56.760000000,192.3
56.780000000,197.1
56.800000000,195.1
56.820000000,198.0
56.840000000,172.7
56.860000000,210.8
56.880000000,189.0
56.900000000,199.4
56.920000000,182.5
56.940000000,196.6
56.960000000,171.4
56.980000000,176.1
57.000000000,182.7
57.020000000,198.4
57.040000000,173.8
57.060000000,195.1
57.080000000,172.1
57.100000000,189.5
57.120000000,173.2
57.140000000,187.1
57.160000000,166.1
57.180000000,181.5
57.200000000,191.6
57.220000000,192.8
57.240000000,185.1
57.260000000,167.3
57.280000000,176.9
57.300000000,177.0
57.320000000,172.1
57.340000000,145.5
57.360000000,178.4
57.380000000,161.0
57.400000000,178.5
57.420000000,165.1
57.440000000,188.4
57.460000000,164.4
57.480000000,168.1
57.500000000,146.2
57.520000000,162.1
57.540000000,180.5
57.560000000,158.8
57.580000000,144.2
57.600000000,155.4
57.620000000,176.9
57.640000000,187.0
57.660000000,174.0
57.680000000,158.3
57.700000000,177.8
57.720000000,178.4
57.740000000,163.3
57.760000000,152.2
57.780000000,172.4
57.800000000,150.4
57.820000000,184.5
57.840000000,154.9
57.860000000,154.8
57.880000000,156.0
57.900000000,158.2
57.920000000,158.6
57.940000000,178.0
57.960000000,141.9
57.980000000,152.1
58.000000000,146.5
58.020000000,158.0
58.040000000,155.7
58.060000000,181.0
58.080000000,174.1
58.100000000,153.4
58.120000000,170.7
58.140000000,153.7
58.160000000,162.6
58.180000000,178.3
58.200000000,149.5
58.220000000,158.0
58.240000000,149.5
58.260000000,158.0
58.280000000,133.8
58.300000000,168.4
58.320000000,142.8
58.340000000,155.2
58.360000000,164.0
58.380000000,132.2
58.400000000,126.9
58.420000000,132.1
58.440000000,148.6
58.460000000,130.8
58.480000000,147.0
58.500000000,147.8
58.520000000,143.8
58.540000000,147.0
58.560000000,186.4
58.580000000,142.2
58.600000000,147.4
58.620000000,148.9
58.640000000,151.1
58.660000000,156.4
58.680000000,148.0
58.700000000,136.4
58.720000000,149.1
58.740000000,146.5
58.760000000,152.8
58.780000000,158.7
58.800000000,155.1
58.820000000,152.8
58.840000000,160.7
58.860000000,170.5
58.880000000,129.2
58.900000000,143.8
58.920000000,137.9
58.940000000,159.2
58.960000000,165.2
58.980000000,140.6
59.000000000,157.1
59.020000000,167.8
59.040000000,161.0
59.060000000,170.5
59.080000000,148.1
59.100000000,150.2
59.120000000,150.1
59.140000000,158.6
59.160000000,166.8
59.180000000,149.6
59.200000000,139.5
59.220000000,166.6
59.240000000,146.9
59.260000000,170.6
59.280000000,139.6
59.300000000,169.5
59.320000000,148.3
59.340000000,167.8
59.360000000,177.4
59.380000000,157.8
59.400000000,153.7
59.420000000,129.2
59.440000000,148.0
59.460000000,145.7
59.480000000,175.8
59.500000000,172.4
59.520000000,156.9
59.540000000,170.0
59.560000000,166.1
59.580000000,153.7
59.600000000,153.9
59.620000000,156.3
59.640000000,151.3
59.660000000,179.9
59.680000000,180.3
59.700000000,158.8
59.720000000,136.7
59.740000000,183.3
59.760000000,182.2
59.780000000,175.7
59.800000000,164.2
59.820000000,187.0
59.840000000,184.3
59.860000000,175.1
59.880000000,187.8
59.900000000,188.8
59.920000000,191.7
59.940000000,190.1
59.960000000,250.5
59.980000000,266.2
60.000000000,252.6
60.020000000,246.8
60.040000000,204.4
60.060000000,204.2
60.080000000,227.5
60.100000000,215.0
60.120000000,224.1
60.140000000,233.0
60.160000000,202.1
60.180000000,211.2
60.200000000,204.5
60.220000000,214.5
60.240000000,190.1
60.260000000,174.4
60.280000000,174.9
60.300000000,160.8
60.320000000,180.3
60.340000000,196.0
60.360000000,161.7
60.380000000,181.9
60.400000000,183.5
60.420000000,175.6
60.440000000,176.5
60.460000000,181.9
60.480000000,172.0
60.500000000,184.8
60.520000000,181.6
60.540000000,169.2
60.560000000,177.2
60.580000000,181.6
60.600000000,202.9
60.620000000,185.6
60.640000000,174.0
60.660000000,183.0
60.680000000,196.6
60.700000000,198.6
60.720000000,188.6
60.740000000,177.5
60.760000000,185.0
60.780000000,180.0
60.800000000,167.5
60.820000000,201.1
60.840000000,182.9
60.860000000,184.3
60.880000000,177.8
60.900000000,179.1
60.920000000,191.7
60.940000000,185.6
60.960000000,212.8
60.980000000,171.6
61.000000000,174.8
61.020000000,194.7
61.040000000,176.3
61.060000000,181.5
61.080000000,192.5
61.100000000,176.1
61.120000000,195.4
61.140000000,173.0
61.160000000,200.5
61.180000000,180.1
61.200000000,185.8
61.220000000,186.3
61.240000000,187.1
61.260000000,164.5
61.280000000,203.5
61.300000000,179.6
61.320000000,181.0
61.340000000,174.2
61.360000000,181.0
61.380000000,190.8
61.400000000,200.5
61.420000000,186.2
61.440000000,182.2
61.460000000,198.6
61.480000000,219.1
61.500000000,204.1
61.520000000,196.8
61.540000000,204.5
61.560000000,214.8
61.580000000,202.8
61.600000000,221.5
61.620000000,223.5
61.640000000,199.0
61.660000000,253.9
61.680000000,233.2
61.700000000,254.0
61.720000000,247.9
61.740000000,281.3
61.760000000,252.2
61.780000000,333.2
61.800000000,325.7
61.820000000,325.5
61.840000000,333.6
61.860000000,306.2
61.880000000,381.0
61.900000000,355.1
61.920000000,322.9
61.940000000,316.3
61.960000000,324.0
61.980000000,312.3
62.000000000,308.2
62.020000000,270.2
62.040000000,301.9
62.060000000,297.7
62.080000000,299.6
62.100000000,261.4
62.120000000,236.4
62.140000000,265.6
62.160000000,252.5
62.180000000,260.9
62.200000000,231.7
62.220000000,212.5
62.240000000,230.2
62.260000000,238.7
62.280000000,218.5
62.300000000,245.4
62.320000000,225.7
62.340000000,234.8
62.360000000,220.9
62.380000000,245.0
62.400000000,204.9
62.420000000,204.9
62.440000000,216.6
62.460000000,192.9
62.480000000,210.6
62.500000000,191.1
62.520000000,227.5
62.540000000,187.0
62.560000000,186.8
62.580000000,183.9
62.600000000,199.0
62.620000000,177.0
62.640000000,211.6
62.660000000,203.6
62.680000000,210.8
62.700000000,195.5
62.720000000,201.6
62.740000000,204.7
62.760000000,197.6
62.780000000,171.8
62.800000000,174.0
62.820000000,193.7
62.840000000,174.5
62.860000000,168.0
62.880000000,162.9
62.900000000,187.5
62.920000000,176.7
62.940000000,183.0
62.960000000,188.0
62.980000000,197.3
63.000000000,153.7
63.020000000,158.8
63.040000000,158.0
63.060000000,169.7
63.080000000,185.0
63.100000000,165.0
63.120000000,153.8
63.140000000,167.2
63.160000000,182.8
63.180000000,154.9
63.200000000,160.7
63.220000000,162.5
63.240000000,159.9
63.260000000,159.2
63.280000000,167.9
63.300000000,163.0
63.320000000,184.1
63.340000000,185.2
63.360000000,153.9
63.380000000,163.2
63.400000000,152.5
63.420000000,174.7
63.440000000,167.9
63.460000000,173.3
63.480000000,162.7
63.500000000,149.2
63.520000000,136.8
63.540000000,158.3
63.560000000,149.9
63.580000000,149.9
63.600000000,164.4
63.620000000,152.1
63.640000000,142.0
63.660000000,164.1
63.680000000,148.3
63.700000000,209.1
63.720000000,152.1
63.740000000,142.5
63.760000000,161.4
63.780000000,156.4
63.800000000,163.4
63.820000000,157.3
63.840000000,174.4
63.860000000,170.5
63.880000000,158.0
63.900000000,173.9
63.920000000,153.8
63.940000000,161.9
63.960000000,150.0
63.980000000,155.1
64.000000000,179.4
64.020000000,196.2
64.040000000,175.5
64.060000000,184.0
64.080000000,183.1
64.100000000,173.2
64.120000000,169.8
64.140000000,174.9
64.160000000,180.3
64.180000000,170.9
64.200000000,149.5
64.220000000,167.2
64.240000000,159.1
64.260000000,157.0
64.280000000,174.2
64.300000000,155.9
64.320000000,160.7
64.340000000,158.3
64.360000000,148.1
64.380000000,156.0
64.400000000,129.8
64.420000000,155.5
64.440000000,164.0
64.460000000,155.0
64.480000000,151.3
64.500000000,165.2
64.520000000,155.1
64.540000000,158.8
64.560000000,152.1
64.580000000,156.6
64.600000000,158.1
64.620000000,166.8
64.640000000,149.4
64.660000000,160.0
64.680000000,148.1
64.700000000,144.0
64.720000000,158.9
64.740000000,156.7
64.760000000,183.3
64.780000000,146.3
64.800000000,161.9
64.820000000,180.4
64.840000000,163.6
64.860000000,170.9
64.880000000,162.3
64.900000000,165.6
64.920000000,155.6
64.940000000,160.5
64.960000000,159.7
64.980000000,146.8
65.000000000,161.0
65.020000000,152.7
65.040000000,166.4
65.060000000,148.1
65.080000000,146.3
65.100000000,169.7
65.120000000,183.8
65.140000000,176.4
65.160000000,175.2
65.180000000,167.3
65.200000000,190.5
65.220000000,179.8
65.240000000,172.5
65.260000000,179.4
65.280000000,178.1
65.300000000,168.7
65.320000000,142.7
65.340000000,174.7
65.360000000,192.3
65.380000000,174.5
65.400000000,165.1
65.420000000,170.6
65.440000000,185.7
65.460000000,160.5
65.480000000,181.2
65.500000000,181.9
65.520000000,168.4
65.540000000,159.2
65.560000000,167.8
65.580000000,164.1
65.600000000,168.6
65.620000000,169.9
65.640000000,183.7
65.660000000,184.5
65.680000000,162.8
65.700000000,141.7
65.720000000,149.4
65.740000000,162.2
65.760000000,152.0
65.780000000,141.2
65.800000000,147.4
65.820000000,153.1
65.840000000,155.7
65.860000000,142.3
65.880000000,163.5
65.900000000,149.1
65.920000000,160.0
65.940000000,152.6
65.960000000,148.6
65.980000000,115.8
66.000000000,137.2
66.020000000,140.1
66.040000000,142.0
66.060000000,152.1
66.080000000,145.3
66.100000000,139.4
66.120000000,137.2
66.140000000,162.6
66.160000000,139.3
66.180000000,155.6
66.200000000,159.5
66.220000000,140.9
66.240000000,153.7
66.260000000,123.8
66.280000000,127.8
66.300000000,137.4
66.320000000,146.2
66.340000000,141.8
66.360000000,138.8
66.380000000,139.8
66.400000000,124.8
66.420000000,155.2
66.440000000,149.4
66.460000000,144.4
66.480000000,141.0
66.500000000,137.3
66.520000000,148.7
66.540000000,145.5
66.560000000,136.6
66.580000000,128.6
66.600000000,156.5
66.620000000,149.0
66.640000000,140.2
66.660000000,121.2
66.680000000,134.5
66.700000000,128.5
66.720000000,146.0
66.740000000,152.8
66.760000000,142.8
66.780000000,133.9
66.800000000,135.7
66.820000000,142.0
66.840000000,126.0
66.860000000,143.3
66.880000000,139.1
66.900000000,135.8
66.920000000,136.0
66.940000000,134.5
66.960000000,124.4
66.980000000,140.3
67.000000000,148.0
67.020000000,141.4
67.040000000,153.0
67.060000000,153.5
67.080000000,145.2
67.100000000,122.1
67.120000000,111.2
67.140000000,144.9
67.160000000,139.5
67.180000000,151.5
67.200000000,113.2
67.220000000,127.7
67.240000000,133.4
67.260000000,156.2
67.280000000,151.9
67.300000000,132.2
67.320000000,139.1
67.340000000,152.7
67.360000000,128.0
67.380000000,145.3
67.400000000,155.1
67.420000000,145.1
67.440000000,141.2
67.460000000,134.1
67.480000000,131.7
67.500000000,129.4
67.520000000,136.6
67.540000000,167.7
67.560000000,159.4
67.580000000,146.6
67.600000000,164.3
67.620000000,144.4
67.640000000,156.1
67.660000000,155.0
67.680000000,176.4
67.700000000,146.0
67.720000000,177.4
67.740000000,184.4
67.760000000,172.3
67.780000000,196.8
67.800000000,215.7
67.820000000,196.9
67.840000000,198.8
67.860000000,168.1
67.880000000,183.6
67.900000000,168.9
67.920000000,188.1
67.940000000,165.5
67.960000000,167.5
67.980000000,163.3
68.000000000,193.2
68.020000000,163.5
68.040000000,167.5
68.060000000,168.0
68.080000000,173.9
68.100000000,177.3
68.120000000,194.0
68.140000000,212.6
68.160000000,212.0
68.180000000,232.8
68.200000000,212.4
68.220000000,223.5
68.240000000,216.6
68.260000000,208.6
68.280000000,203.9
68.300000000,222.0
68.320000000,235.8
68.340000000,221.2
68.360000000,275.1
68.380000000,245.8
68.400000000,230.0
68.420000000,221.6
68.440000000,191.5
68.460000000,196.0
68.480000000,181.8
68.500000000,184.4
68.520000000,208.9
68.540000000,217.8
68.560000000,182.6
68.580000000,205.6
68.600000000,192.7
68.620000000,183.5
68.640000000,173.8
68.660000000,165.5
68.680000000,161.9
68.700000000,186.3
68.720000000,162.6
68.740000000,173.8
68.760000000,177.4
68.780000000,185.8
68.800000000,185.1
68.820000000,180.6
68.840000000,176.6
68.860000000,173.1
68.880000000,198.0
68.900000000,179.1
68.920000000,176.1
68.940000000,192.4
68.960000000,170.6
68.980000000,206.5
69.000000000,175.8
69.020000000,182.9
69.040000000,176.1
69.060000000,182.6
69.080000000,207.6
69.100000000,212.4
69.120000000,196.8
69.140000000,195.5
69.160000000,202.9
69.180000000,210.1
69.200000000,192.3
69.220000000,186.1
69.240000000,199.1
69.260000000,200.9
69.280000000,203.9
69.300000000,216.4
69.320000000,212.5
69.340000000,186.0
69.360000000,198.8
69.380000000,213.0
69.400000000,240.4
69.420000000,214.5
69.440000000,207.0
69.460000000,220.1
69.480000000,236.2
69.500000000,201.6
69.520000000,233.0
69.540000000,218.0
69.560000000,218.7
69.580000000,221.3
69.600000000,215.0
69.620000000,241.1
69.640000000,211.3
69.660000000,216.7
69.680000000,227.6
69.700000000,232.0
69.720000000,214.8
69.740000000,215.0
69.760000000,205.5
69.780000000,228.5
69.800000000,198.4
69.820000000,204.5
69.840000000,225.3
69.860000000,227.6
69.880000000,210.0
69.900000000,247.1
69.920000000,223.5
69.940000000,218.1
69.960000000,226.8
69.980000000,232.8
70.000000000,203.9
70.020000000,226.5
70.040000000,232.2
70.060000000,223.7
70.080000000,210.7
70.100000000,238.0
70.120000000,200.0
70.140000000,220.4
70.160000000,247.6
70.180000000,251.8
70.200000000,229.2
70.220000000,247.2
70.240000000,242.8
70.260000000,238.5
70.280000000,217.2
70.300000000,218.1
70.320000000,234.8
70.340000000,208.4
70.360000000,226.8
70.380000000,210.8
70.400000000,234.9
70.420000000,199.5
70.440000000,207.5
70.460000000,210.1
70.480000000,204.5
70.500000000,190.1
70.520000000,208.5
70.540000000,171.2
70.560000000,204.2
70.580000000,200.6
70.600000000,203.5
70.620000000,190.5
70.640000000,185.3
70.660000000,181.4
70.680000000,197.7
70.700000000,191.3
70.720000000,178.8
70.740000000,167.4
70.760000000,194.0
70.780000000,183.1
70.800000000,191.3
70.820000000,175.5
70.840000000,170.7
70.860000000,177.7
70.880000000,190.5
70.900000000,159.5
70.920000000,161.9
70.940000000,190.5
70.960000000,151.5
70.980000000,164.3
71.000000000,170.8
71.020000000,145.2
71.040000000,161.5
71.060000000,151.2
71.080000000,172.6
71.100000000,167.9
71.120000000,178.6
71.140000000,184.4
71.160000000,182.3
71.180000000,152.3
71.200000000,149.9
71.220000000,164.7
71.240000000,143.1
71.260000000,154.8
71.280000000,151.1
71.300000000,172.3
71.320000000,137.8
71.340000000,154.7
71.360000000,172.7
71.380000000,160.0
71.400000000,148.5
71.420000000,166.7
71.440000000,151.2
71.460000000,165.0
71.480000000,142.4
71.500000000,165.7
71.520000000,168.3
71.540000000,164.0
71.560000000,151.3
71.580000000,151.3
71.600000000,161.6
71.620000000,161.0
71.640000000,147.5
71.660000000,158.7
71.680000000,137.9
71.700000000,150.0
71.720000000,167.6
71.740000000,155.6
71.760000000,149.6
71.780000000,166.9
71.800000000,148.7
71.820000000,137.3
71.840000000,141.5
71.860000000,171.9
71.880000000,152.1
71.900000000,156.7
71.920000000,158.7
71.940000000,144.5
71.960000000,161.4
71.980000000,138.1
72.000000000,153.6
72.020000000,146.8
72.040000000,151.9
72.060000000,131.2
72.080000000,167.5
72.100000000,142.7
72.120000000,164.5
72.140000000,161.4
72.160000000,164.5
72.180000000,155.2
72.200000000,168.6
72.220000000,159.3
72.240000000,157.9
72.260000000,163.3
72.280000000,149.8
72.300000000,184.7
72.320000000,163.5
72.340000000,163.3
72.360000000,149.2
72.380000000,155.3
72.400000000,159.8
72.420000000,165.0
72.440000000,167.9
72.460000000,143.5
72.480000000,163.8
72.500000000,148.9
72.520000000,167.9
72.540000000,134.7
72.560000000,152.2
72.580000000,141.3
72.600000000,164.0
72.620000000,159.6
72.640000000,161.0
72.660000000,163.7
72.680000000,174.2
72.700000000,176.0
72.720000000,182.0
72.740000000,205.8
72.760000000,172.4
72.780000000,170.7
72.800000000,187.6
72.820000000,189.7
72.840000000,193.9
72.860000000,197.2
72.880000000,193.1
72.900000000,175.9
72.920000000,202.8
72.940000000,202.0
72.960000000,195.8
72.980000000,214.6
73.000000000,188.4
73.020000000,190.1
73.040000000,189.3
73.060000000,182.4
73.080000000,187.9
73.100000000,183.4
73.120000000,185.3
73.140000000,195.2
73.160000000,152.5
73.180000000,168.7
73.200000000,191.2
73.220000000,182.5
73.240000000,191.0
73.260000000,171.8
73.280000000,182.9
73.300000000,206.9
73.320000000,194.0
73.340000000,184.4
73.360000000,180.5
73.380000000,181.7
73.400000000,161.7
73.420000000,155.8
73.440000000,189.7
73.460000000,190.9
73.480000000,188.8
73.500000000,206.1
73.520000000,216.2
73.540000000,188.0
73.560000000,159.5
73.580000000,189.6
73.600000000,162.3
73.620000000,146.6
73.640000000,169.1
73.660000000,152.3
73.680000000,153.1
73.700000000,176.5
73.720000000,174.2
73.740000000,169.2
73.760000000,172.3
73.780000000,166.9
73.800000000,164.7
73.820000000,145.2
73.840000000,144.9
73.860000000,178.8
73.880000000,146.0
73.900000000,157.9
73.920000000,155.1
73.940000000,139.0
73.960000000,163.2
73.980000000,140.6
74.000000000,136.8
74.020000000,152.5
74.040000000,149.6
74.060000000,159.1
74.080000000,153.0
74.100000000,136.6
74.120000000,161.1
74.140000000,138.8
74.160000000,148.0
74.180000000,137.1
74.200000000,159.7
74.220000000,153.2
74.240000000,144.8
74.260000000,151.5
74.280000000,155.6
74.300000000,134.0
74.320000000,156.6
74.340000000,139.5
74.360000000,150.6
74.380000000,148.9
74.400000000,144.3
74.420000000,150.8
74.440000000,131.8
74.460000000,152.1
74.480000000,153.2
74.500000000,109.8
74.520000000,125.3
74.540000000,134.0
74.560000000,134.0
74.580000000,144.9
74.600000000,136.3
74.620000000,145.6
74.640000000,144.7
74.660000000,142.5
74.680000000,134.1
74.700000000,139.9
74.720000000,153.9
74.740000000,143.8
74.760000000,144.0
74.780000000,160.1
74.800000000,138.1
74.820000000,137.4
74.840000000,137.8
74.860000000,124.8
74.880000000,109.5
74.900000000,156.4
74.920000000,137.9
74.940000000,127.6
74.960000000,134.5
74.980000000,135.9
